d0_date,bellguard_r1_cell,bellguard_r1_light,bellguard_r1_score,bellguard_r1_case_key,bellguard_r1_reason,bellguard_r2_cell,bellguard_r2_light,bellguard_r2_score,bellguard_r2_case_key,bellguard_r2_reason,bellguard_r3_cell,bellguard_r3_light,bellguard_r3_score,bellguard_r3_case_key,bellguard_r3_reason,bellguard_green,bellguard_red,bellguard_avg_down,bellguard_count,bellguard_only_count,bellguard_only_codes,date_verdict,overlap_count,overlap_codes,main_dataset
2026-03-04,🟢 NAVER (035420),GREEN,7,HYBRID_D0_RISK_FILTER|2026-03-04|R1|035420,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 POSCO홀딩스 (005490),GREEN,7,HYBRID_D0_RISK_FILTER|2026-03-04|R2|005490,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 HMM (011200),GREEN,7,HYBRID_D0_RISK_FILTER|2026-03-04|R3|011200,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,3.0,0.0,-0.6730233809461214,3.0,2.0,005490|035420,HYBRID 방어 우세,1.0,011200,bellguard_1y
2026-03-05,🔴 NAVER (035420),RED,-8,HYBRID_D0_RISK_FILTER|2026-03-05|R1|035420,-3 먼저 / -5 도달,🟢 HMM (011200),GREEN,4,HYBRID_D0_RISK_FILTER|2026-03-05|R2|011200,+3 먼저,🔴 한국전력 (015760),RED,-9,HYBRID_D0_RISK_FILTER|2026-03-05|R3|015760,-3 먼저 / -5 도달 / -10 도달 / D1 종가 양호,1.0,2.0,-7.338494368792699,3.0,2.0,015760|035420,둘 다 위험,1.0,011200,bellguard_1y
2026-03-06,🔴 신한지주 (055550),RED,-10,HYBRID_D0_RISK_FILTER|2026-03-06|R1|055550,-3 먼저 / -5 도달 / D1 종가 -3 이하,🔴 KB금융 (105560),RED,-13,HYBRID_D0_RISK_FILTER|2026-03-06|R2|105560,-3 먼저 / +5 도달 / -5 도달 / -10 도달 / D1 종가 -3 이하,🔴 POSCO홀딩스 (005490),RED,-12,HYBRID_D0_RISK_FILTER|2026-03-06|R3|005490,-3 먼저 / -5 도달 / D1 종가 -3 이하 / 점심 -3 이하,0.0,3.0,-8.820197518081159,3.0,3.0,005490|055550|105560,둘 다 위험,0.0,,bellguard_1y
2026-03-09,🟢 KB금융 (105560),GREEN,7,HYBRID_D0_RISK_FILTER|2026-03-09|R1|105560,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 한국전력 (015760),GREEN,7,HYBRID_D0_RISK_FILTER|2026-03-09|R2|015760,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 HD현대일렉트릭 (267260),GREEN,7,HYBRID_D0_RISK_FILTER|2026-03-09|R3|267260,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,3.0,0.0,0.6876536440615921,3.0,3.0,015760|105560|267260,HYBRID 방어 우세,0.0,,bellguard_1y
2026-03-10,🟢 NAVER (035420),GREEN,6,HYBRID_D0_RISK_FILTER|2026-03-10|R1|035420,+3 먼저 / D1 종가 양호 / 점심 양호,🟢 KB금융 (105560),GREEN,7,HYBRID_D0_RISK_FILTER|2026-03-10|R2|105560,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 신한지주 (055550),GREEN,7,HYBRID_D0_RISK_FILTER|2026-03-10|R3|055550,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,3.0,0.0,-2.296410432003652,3.0,3.0,035420|055550|105560,HYBRID 방어 우세,0.0,,bellguard_1y
2026-03-11,🟢 NAVER (035420),GREEN,2,HYBRID_D0_RISK_FILTER|2026-03-11|R1|035420,+3 먼저 / -2 먼저 / D1 종가 양호,🔴 현대로템 (064350),RED,-6,HYBRID_D0_RISK_FILTER|2026-03-11|R2|064350,+1 먼저 / -3 먼저 / -5 도달 / D1 종가 양호,🔴 신한지주 (055550),RED,-3,HYBRID_D0_RISK_FILTER|2026-03-11|R3|055550,-3 먼저 / D1 종가 양호 / 점심 양호,1.0,2.0,-4.261359041641669,3.0,3.0,035420|055550|064350,둘 다 위험,0.0,,bellguard_1y
2026-03-12,🔴 KB금융 (105560),RED,-3,HYBRID_D0_RISK_FILTER|2026-03-12|R1|105560,-3 먼저 / +5 도달 / 점심 양호,🟠 NAVER (035420),ORANGE,-2,HYBRID_D0_RISK_FILTER|2026-03-12|R2|035420,-2 먼저 / D1 종가 양호,🔴 POSCO홀딩스 (005490),RED,-7,HYBRID_D0_RISK_FILTER|2026-03-12|R3|005490,-3 먼저 / D1 종가 -3 이하,0.0,2.0,-4.041586637784474,3.0,3.0,005490|035420|105560,V2 공격 우세,0.0,,bellguard_1y
2026-03-13,🔴 NAVER (035420),RED,-5,HYBRID_D0_RISK_FILTER|2026-03-13|R1|035420,-3 먼저,🟢 KB금융 (105560),GREEN,5,HYBRID_D0_RISK_FILTER|2026-03-13|R2|105560,+3 먼저 / -1 먼저 / +5 도달 / 점심 양호,🔴 한국전력 (015760),RED,-9,HYBRID_D0_RISK_FILTER|2026-03-13|R3|015760,-3 먼저 / D1 종가 -3 이하 / 점심 -3 이하,1.0,2.0,-3.031942185967877,3.0,3.0,015760|035420|105560,V2 공격 우세,0.0,,bellguard_1y
2026-03-16,🟢 NAVER (035420),GREEN,7,HYBRID_D0_RISK_FILTER|2026-03-16|R1|035420,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 HD현대일렉트릭 (267260),GREEN,7,HYBRID_D0_RISK_FILTER|2026-03-16|R2|267260,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🔴 현대로템 (064350),RED,-8,HYBRID_D0_RISK_FILTER|2026-03-16|R3|064350,+1 먼저 / -3 먼저 / -5 도달 / -10 도달 / 점심 양호,2.0,1.0,-6.012805667062956,3.0,3.0,035420|064350|267260,둘 다 양호,0.0,,bellguard_1y
2026-03-17,🔴 현대로템 (064350),RED,-10,HYBRID_D0_RISK_FILTER|2026-03-17|R1|064350,-3 먼저 / -5 도달 / -10 도달,🔴 NAVER (035420),RED,-5,HYBRID_D0_RISK_FILTER|2026-03-17|R2|035420,+1 먼저 / -3 먼저 / -5 도달 / D1 종가 양호 / 점심 양호,🔴 한국전력 (015760),RED,3,HYBRID_D0_RISK_FILTER|2026-03-17|R3|015760,+3 먼저 / -5 도달 / D1 종가 양호 / 점심 양호,0.0,3.0,-8.7934005570192,3.0,3.0,015760|035420|064350,둘 다 위험,0.0,,bellguard_1y
2026-03-18,🔴 현대로템 (064350),RED,-9,HYBRID_D0_RISK_FILTER|2026-03-18|R1|064350,+2 먼저 / -3 먼저 / -5 도달 / -10 도달 / D1 종가 -3 이하,🔴 한국전력 (015760),RED,-10,HYBRID_D0_RISK_FILTER|2026-03-18|R2|015760,-3 먼저 / -5 도달 / D1 종가 -3 이하,🟢 S-Oil (010950),GREEN,6,HYBRID_D0_RISK_FILTER|2026-03-18|R3|010950,+3 먼저 / D1 종가 양호 / 점심 양호,1.0,2.0,-9.175779534475188,3.0,3.0,010950|015760|064350,둘 다 위험,0.0,,bellguard_1y
2026-03-19,🔴 NAVER (035420),RED,-5,HYBRID_D0_RISK_FILTER|2026-03-19|R1|035420,+1 먼저 / -3 먼저 / -5 도달 / D1 종가 양호 / 점심 양호,🔴 POSCO홀딩스 (005490),RED,-2,HYBRID_D0_RISK_FILTER|2026-03-19|R2|005490,+1 먼저 / -3 먼저 / D1 종가 양호 / 점심 양호,🔴 현대로템 (064350),RED,-11,HYBRID_D0_RISK_FILTER|2026-03-19|R3|064350,-3 먼저 / +5 도달 / -5 도달 / -10 도달 / D1 종가 -3 이하,0.0,3.0,-6.63688277115622,3.0,3.0,005490|035420|064350,V2 공격 우세,0.0,,bellguard_1y
2026-03-20,🔴 현대로템 (064350),RED,-11,HYBRID_D0_RISK_FILTER|2026-03-20|R1|064350,-3 먼저 / +5 도달 / -5 도달 / D1 종가 -3 이하 / 점심 -3 이하,🔴 삼성화재 (000810),RED,-11,HYBRID_D0_RISK_FILTER|2026-03-20|R2|000810,-3 먼저 / +5 도달 / -5 도달 / D1 종가 -3 이하 / 점심 -3 이하,🔴 하이브 (352820),RED,-14,HYBRID_D0_RISK_FILTER|2026-03-20|R3|352820,-3 먼저 / -5 도달 / -10 도달 / D1 종가 -3 이하 / 점심 -3 이하,0.0,3.0,-10.981536693321068,3.0,3.0,000810|064350|352820,둘 다 위험,0.0,,bellguard_1y
2026-03-23,🟢 KB금융 (105560),GREEN,7,HYBRID_D0_RISK_FILTER|2026-03-23|R1|105560,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 POSCO홀딩스 (005490),GREEN,7,HYBRID_D0_RISK_FILTER|2026-03-23|R2|005490,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 하이브 (352820),GREEN,7,HYBRID_D0_RISK_FILTER|2026-03-23|R3|352820,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,3.0,0.0,-0.427455405879984,3.0,3.0,005490|105560|352820,HYBRID 방어 우세,0.0,,bellguard_1y
2026-03-24,🔴 NAVER (035420),RED,-3,HYBRID_D0_RISK_FILTER|2026-03-24|R1|035420,+2 먼저 / -3 먼저 / -5 도달 / D1 종가 양호 / 점심 양호,🟢 현대로템 (064350),GREEN,7,HYBRID_D0_RISK_FILTER|2026-03-24|R2|064350,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 하이브 (352820),GREEN,7,HYBRID_D0_RISK_FILTER|2026-03-24|R3|352820,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,2.0,1.0,-3.833267517879865,3.0,3.0,035420|064350|352820,둘 다 양호,0.0,,bellguard_1y
2026-03-25,🔴 한국전력 (015760),RED,-10,HYBRID_D0_RISK_FILTER|2026-03-25|R1|015760,-3 먼저 / -5 도달 / -10 도달,🔴 하이브 (352820),RED,0,HYBRID_D0_RISK_FILTER|2026-03-25|R2|352820,+3 먼저 / -1 먼저 / -5 도달,🔴 현대로템 (064350),RED,-7,HYBRID_D0_RISK_FILTER|2026-03-25|R3|064350,+2 먼저 / -3 먼저 / -5 도달 / -10 도달,0.0,3.0,-10.117205451805,3.0,3.0,015760|064350|352820,둘 다 위험,0.0,,bellguard_1y
2026-03-26,🔴 현대로템 (064350),RED,-11,HYBRID_D0_RISK_FILTER|2026-03-26|R1|064350,-3 먼저 / +5 도달 / -5 도달 / -10 도달 / 점심 -3 이하,🔴 삼성전자 (005930),RED,-9,HYBRID_D0_RISK_FILTER|2026-03-26|R2|005930,-3 먼저 / +5 도달 / -5 도달 / 점심 -3 이하,🔴 하이브 (352820),RED,-9,HYBRID_D0_RISK_FILTER|2026-03-26|R3|352820,-3 먼저 / -5 도달 / -10 도달 / D1 종가 양호,0.0,3.0,-10.597007976836457,3.0,3.0,005930|064350|352820,둘 다 위험,0.0,,bellguard_1y
2026-03-27,🔴 현대로템 (064350),RED,-7,HYBRID_D0_RISK_FILTER|2026-03-27|R1|064350,-3 먼저 / +5 도달 / -5 도달,🔴 한국전력 (015760),RED,-12,HYBRID_D0_RISK_FILTER|2026-03-27|R2|015760,-3 먼저 / -5 도달 / D1 종가 -3 이하 / 점심 -3 이하,🔴 삼성화재 (000810),RED,-7,HYBRID_D0_RISK_FILTER|2026-03-27|R3|000810,-3 먼저 / -5 도달 / D1 종가 양호,0.0,3.0,-7.631033311293962,3.0,3.0,000810|015760|064350,V2 공격 우세,0.0,,bellguard_1y
2026-03-30,🔴 한국전력 (015760),RED,0,HYBRID_D0_RISK_FILTER|2026-03-30|R1|015760,+3 먼저 / -2 먼저 / +5 도달 / -5 도달 / 점심 양호,🔴 NAVER (035420),RED,-8,HYBRID_D0_RISK_FILTER|2026-03-30|R2|035420,-3 먼저 / -5 도달,🔴 현대로템 (064350),RED,-9,HYBRID_D0_RISK_FILTER|2026-03-30|R3|064350,-3 먼저 / +5 도달 / -5 도달 / D1 종가 -3 이하,0.0,3.0,-5.539156819855435,3.0,3.0,015760|035420|064350,둘 다 위험,0.0,,bellguard_1y
2026-03-31,🟢 NAVER (035420),GREEN,6,HYBRID_D0_RISK_FILTER|2026-03-31|R1|035420,+3 먼저 / D1 종가 양호 / 점심 양호,🟢 HD현대일렉트릭 (267260),GREEN,7,HYBRID_D0_RISK_FILTER|2026-03-31|R2|267260,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 삼성전자 (005930),GREEN,7,HYBRID_D0_RISK_FILTER|2026-03-31|R3|005930,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,3.0,0.0,1.1058000957894516,3.0,3.0,005930|035420|267260,HYBRID 방어 우세,0.0,,bellguard_1y
2026-04-01,🔴 하이브 (352820),RED,-13,HYBRID_D0_RISK_FILTER|2026-04-01|R1|352820,+1 먼저 / -3 먼저 / -5 도달 / -10 도달 / D1 종가 -3 이하,🟢 HD현대마린엔진 (071970),GREEN,5,HYBRID_D0_RISK_FILTER|2026-04-01|R2|071970,+3 먼저 / +5 도달,🟡 롯데관광개발 (032350),YELLOW,0,HYBRID_D0_RISK_FILTER|2026-04-01|R3|032350,,1.0,1.0,-7.868041785558833,3.0,3.0,032350|071970|352820,HYBRID 방어 우세,0.0,,bellguard_1y
2026-04-02,🟢 이수페타시스 (007660),GREEN,7,HYBRID_D0_RISK_FILTER|2026-04-02|R1|007660,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 NAVER (035420),GREEN,7,HYBRID_D0_RISK_FILTER|2026-04-02|R2|035420,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 산일전기 (062040),GREEN,7,HYBRID_D0_RISK_FILTER|2026-04-02|R3|062040,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,3.0,0.0,0.1713059095378814,3.0,3.0,007660|035420|062040,HYBRID 방어 우세,0.0,,bellguard_1y
2026-04-03,🟢 NAVER (035420),GREEN,3,HYBRID_D0_RISK_FILTER|2026-04-03|R1|035420,+3 먼저 / -1 먼저,🟢 한국전력 (015760),GREEN,5,HYBRID_D0_RISK_FILTER|2026-04-03|R2|015760,+3 먼저 / -1 먼저 / +5 도달 / D1 종가 양호,🟢 LG디스플레이 (034220),GREEN,7,HYBRID_D0_RISK_FILTER|2026-04-03|R3|034220,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,3.0,0.0,-1.3168936461100549,3.0,3.0,015760|034220|035420,HYBRID 방어 우세,0.0,,bellguard_1y
2026-04-06,🟢 한국전력 (015760),GREEN,6,HYBRID_D0_RISK_FILTER|2026-04-06|R1|015760,+3 먼저 / +5 도달 / 점심 양호,🟢 SK (034730),GREEN,6,HYBRID_D0_RISK_FILTER|2026-04-06|R2|034730,+3 먼저 / +5 도달 / D1 종가 양호,🟢 대우건설 (047040),GREEN,7,HYBRID_D0_RISK_FILTER|2026-04-06|R3|047040,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,3.0,0.0,-1.1945361209515355,3.0,3.0,015760|034730|047040,HYBRID 방어 우세,0.0,,bellguard_1y
2026-04-07,🟢 한국전력 (015760),GREEN,7,HYBRID_D0_RISK_FILTER|2026-04-07|R1|015760,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 산일전기 (062040),GREEN,7,HYBRID_D0_RISK_FILTER|2026-04-07|R2|062040,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 에이피알 (278470),GREEN,7,HYBRID_D0_RISK_FILTER|2026-04-07|R3|278470,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,3.0,0.0,2.7718379913107625,3.0,3.0,015760|062040|278470,HYBRID 방어 우세,0.0,,bellguard_1y
2026-04-08,🔴 한올바이오파마 (009420),RED,-4,HYBRID_D0_RISK_FILTER|2026-04-08|R1|009420,+1 먼저 / -3 먼저,🔴 두산퓨얼셀 (336260),RED,-3,HYBRID_D0_RISK_FILTER|2026-04-08|R2|336260,+1 먼저 / -3 먼저 / +5 도달,🔴 KEC (092220),RED,-3,HYBRID_D0_RISK_FILTER|2026-04-08|R3|092220,+3 먼저 / -2 먼저 / +5 도달 / -5 도달 / -10 도달,0.0,3.0,-5.894775327842794,3.0,3.0,009420|092220|336260,V2 공격 우세,0.0,,bellguard_1y
2026-04-09,🟢 HD현대중공업 (329180),GREEN,7,HYBRID_D0_RISK_FILTER|2026-04-09|R1|329180,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 DB손해보험 (005830),GREEN,7,HYBRID_D0_RISK_FILTER|2026-04-09|R2|005830,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🔴 우리기술 (032820),RED,-2,HYBRID_D0_RISK_FILTER|2026-04-09|R3|032820,+3 먼저 / +5 도달 / -5 도달 / D1 종가 -3 이하 / 점심 -3 이하,2.0,1.0,-3.317047838646596,3.0,3.0,005830|032820|329180,V2 공격 우세,0.0,,bellguard_1y
2026-04-10,🟢 HD현대중공업 (329180),GREEN,2,HYBRID_D0_RISK_FILTER|2026-04-10|R1|329180,+3 먼저 / -2 먼저 / +5 도달,🟢 두산퓨얼셀 (336260),GREEN,4,HYBRID_D0_RISK_FILTER|2026-04-10|R2|336260,+3 먼저 / -2 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🔴 우리기술 (032820),RED,-6,HYBRID_D0_RISK_FILTER|2026-04-10|R3|032820,-3 먼저 / +5 도달 / -5 도달 / 점심 양호,2.0,1.0,-3.5236547941850382,3.0,3.0,032820|329180|336260,HYBRID 방어 우세,0.0,,bellguard_1y
2026-04-13,🟢 HD현대중공업 (329180),GREEN,7,HYBRID_D0_RISK_FILTER|2026-04-13|R1|329180,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 한솔케미칼 (014680),GREEN,7,HYBRID_D0_RISK_FILTER|2026-04-13|R2|014680,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 우리기술 (032820),GREEN,6,HYBRID_D0_RISK_FILTER|2026-04-13|R3|032820,+3 먼저 / +5 도달 / 점심 양호,3.0,0.0,0.1615798930203064,3.0,3.0,014680|032820|329180,HYBRID 방어 우세,0.0,,bellguard_1y
2026-04-14,🔴 퍼스텍 (010820),RED,-2,HYBRID_D0_RISK_FILTER|2026-04-14|R1|010820,-3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 우리기술 (032820),GREEN,7,HYBRID_D0_RISK_FILTER|2026-04-14|R2|032820,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 파라다이스 (034230),GREEN,7,HYBRID_D0_RISK_FILTER|2026-04-14|R3|034230,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,2.0,1.0,-1.2148288298669836,3.0,2.0,032820|034230,HYBRID 방어 우세,1.0,010820,bellguard_1y
2026-04-15,🟢 하이브 (352820),GREEN,7,HYBRID_D0_RISK_FILTER|2026-04-15|R1|352820,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🔴 KEC (092220),RED,-10,HYBRID_D0_RISK_FILTER|2026-04-15|R2|092220,+1 먼저 / -3 먼저 / +5 도달 / -5 도달 / -10 도달,🟢 파라다이스 (034230),GREEN,6,HYBRID_D0_RISK_FILTER|2026-04-15|R3|034230,+3 먼저 / D1 종가 양호 / 점심 양호,2.0,1.0,-5.430635298776635,3.0,3.0,034230|092220|352820,HYBRID 방어 우세,0.0,,bellguard_1y
2026-04-16,🔴 KEC (092220),RED,-5,HYBRID_D0_RISK_FILTER|2026-04-16|R1|092220,+1 먼저 / -3 먼저 / +5 도달 / -5 도달 / 점심 양호,🔴 대우건설 (047040),RED,-9,HYBRID_D0_RISK_FILTER|2026-04-16|R2|047040,-3 먼저 / +5 도달 / -5 도달 / 점심 -3 이하,🟢 코스텍시스 (355150),GREEN,7,HYBRID_D0_RISK_FILTER|2026-04-16|R3|355150,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,1.0,2.0,-4.436453445478894,3.0,2.0,092220|355150,HYBRID 방어 우세,1.0,047040,bellguard_1y
2026-04-17,🟢 한올바이오파마 (009420),GREEN,7,HYBRID_D0_RISK_FILTER|2026-04-17|R1|009420,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🔴 KEC (092220),RED,-9,HYBRID_D0_RISK_FILTER|2026-04-17|R2|092220,-3 먼저 / +5 도달 / -5 도달 / D1 종가 -3 이하,🔴 대우건설 (047040),RED,-4,HYBRID_D0_RISK_FILTER|2026-04-17|R3|047040,-3 먼저 / +5 도달,1.0,2.0,-4.122312208545653,3.0,2.0,009420|092220,HYBRID 방어 우세,1.0,047040,bellguard_1y
2026-04-20,🔴 하이브 (352820),RED,-5,HYBRID_D0_RISK_FILTER|2026-04-20|R1|352820,-3 먼저,🟢 대우건설 (047040),GREEN,7,HYBRID_D0_RISK_FILTER|2026-04-20|R2|047040,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 KEC (092220),GREEN,7,HYBRID_D0_RISK_FILTER|2026-04-20|R3|092220,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,2.0,1.0,0.2806810103728481,3.0,3.0,047040|092220|352820,V2 공격 우세,0.0,,bellguard_1y
2026-04-21,🟢 하이브 (352820),GREEN,3,HYBRID_D0_RISK_FILTER|2026-04-21|R1|352820,+3 먼저 / -2 먼저 / D1 종가 양호 / 점심 양호,🟢 한양디지텍 (078350),GREEN,6,HYBRID_D0_RISK_FILTER|2026-04-21|R2|078350,+3 먼저 / -1 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🔴 대한광통신 (010170),RED,1,HYBRID_D0_RISK_FILTER|2026-04-21|R3|010170,+3 먼저 / +5 도달 / -5 도달 / -10 도달 / 점심 양호,2.0,1.0,-5.922649329786268,3.0,3.0,010170|078350|352820,HYBRID 방어 우세,0.0,,bellguard_1y
2026-04-22,🔴 흥아해운 (003280),RED,1,HYBRID_D0_RISK_FILTER|2026-04-22|R1|003280,+3 먼저 / -2 먼저 / +5 도달 / -5 도달 / D1 종가 양호,🟢 한미글로벌 (053690),GREEN,7,HYBRID_D0_RISK_FILTER|2026-04-22|R2|053690,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🔴 GS건설 (006360),RED,2,HYBRID_D0_RISK_FILTER|2026-04-22|R3|006360,+3 먼저 / +5 도달 / -5 도달,1.0,2.0,-4.955754714818731,3.0,2.0,003280|053690,둘 다 위험,1.0,006360,bellguard_1y
2026-04-23,🟢 하이브 (352820),GREEN,7,HYBRID_D0_RISK_FILTER|2026-04-23|R1|352820,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🔴 대한광통신 (010170),RED,-2,HYBRID_D0_RISK_FILTER|2026-04-23|R2|010170,+3 먼저 / +5 도달 / -5 도달 / D1 종가 -3 이하 / 점심 -3 이하,🔴 GS건설 (006360),RED,-11,HYBRID_D0_RISK_FILTER|2026-04-23|R3|006360,-3 먼저 / +5 도달 / -5 도달 / -10 도달 / 점심 -3 이하,1.0,2.0,-5.963712450433845,3.0,2.0,010170|352820,HYBRID 방어 우세,1.0,006360,bellguard_1y
2026-04-24,🟢 SK오션플랜트 (100090),GREEN,3,HYBRID_D0_RISK_FILTER|2026-04-24|R1|100090,+3 먼저 / -2 먼저 / +5 도달 / D1 종가 양호,🔴 JB금융지주 (175330),RED,-12,HYBRID_D0_RISK_FILTER|2026-04-24|R2|175330,-3 먼저 / -5 도달 / D1 종가 -3 이하 / 점심 -3 이하,🔴 흥아해운 (003280),RED,-9,HYBRID_D0_RISK_FILTER|2026-04-24|R3|003280,+1 먼저 / -3 먼저 / -5 도달 / -10 도달,1.0,2.0,-6.798688118908498,3.0,3.0,003280|100090|175330,V2 공격 우세,0.0,,bellguard_1y
2026-04-27,🔴 한국항공우주 (047810),RED,-4,HYBRID_D0_RISK_FILTER|2026-04-27|R1|047810,-3 먼저 / +5 도달,🔴 흥아해운 (003280),RED,-14,HYBRID_D0_RISK_FILTER|2026-04-27|R2|003280,-3 먼저 / -5 도달 / -10 도달 / D1 종가 -3 이하 / 점심 -3 이하,🔴 부광약품 (003000),RED,-14,HYBRID_D0_RISK_FILTER|2026-04-27|R3|003000,-3 먼저 / -5 도달 / -10 도달 / D1 종가 -3 이하 / 점심 -3 이하,0.0,3.0,-11.3075656425561,3.0,3.0,003000|003280|047810,V2 공격 우세,0.0,,bellguard_1y
2026-04-28,🔴 한화시스템 (272210),RED,-3,HYBRID_D0_RISK_FILTER|2026-04-28|R1|272210,+1 먼저 / -3 먼저 / +5 도달,🟢 한국항공우주 (047810),GREEN,2,HYBRID_D0_RISK_FILTER|2026-04-28|R2|047810,+3 먼저 / -2 먼저 / +5 도달,🔴 대한광통신 (010170),RED,-3,HYBRID_D0_RISK_FILTER|2026-04-28|R3|010170,-3 먼저 / +5 도달 / D1 종가 양호,1.0,2.0,-3.3965221091531106,3.0,2.0,047810|272210,HYBRID 방어 우세,1.0,010170,bellguard_1y
2026-04-29,🟢 한화시스템 (272210),GREEN,2,HYBRID_D0_RISK_FILTER|2026-04-29|R1|272210,+3 먼저 / -2 먼저 / +5 도달,🟢 한국항공우주 (047810),GREEN,5,HYBRID_D0_RISK_FILTER|2026-04-29|R2|047810,+3 먼저 / -1 먼저 / +5 도달 / D1 종가 양호,🔴 JB금융지주 (175330),RED,-3,HYBRID_D0_RISK_FILTER|2026-04-29|R3|175330,+2 먼저 / -3 먼저 / -5 도달 / D1 종가 양호 / 점심 양호,2.0,1.0,-3.673173988793895,3.0,3.0,047810|175330|272210,HYBRID 방어 우세,0.0,,bellguard_1y
2026-04-30,🟢 한화시스템 (272210),GREEN,7,HYBRID_D0_RISK_FILTER|2026-04-30|R1|272210,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 현대건설 (000720),GREEN,2,HYBRID_D0_RISK_FILTER|2026-04-30|R2|000720,+3 먼저 / -2 먼저 / +5 도달,🟢 키움증권 (039490),GREEN,7,HYBRID_D0_RISK_FILTER|2026-04-30|R3|039490,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,3.0,0.0,-1.966422097283249,3.0,3.0,000720|039490|272210,HYBRID 방어 우세,0.0,,bellguard_1y
2026-05-04,🟢 현대건설 (000720),GREEN,7,HYBRID_D0_RISK_FILTER|2026-05-04|R1|000720,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 한화시스템 (272210),GREEN,7,HYBRID_D0_RISK_FILTER|2026-05-04|R2|272210,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🔴 에스원 (012750),RED,-12,HYBRID_D0_RISK_FILTER|2026-05-04|R3|012750,-3 먼저 / -5 도달 / D1 종가 -3 이하 / 점심 -3 이하,2.0,1.0,-4.420492306007591,3.0,3.0,000720|012750|272210,V2 공격 우세,0.0,,bellguard_1y
2026-05-06,🔴 현대건설 (000720),RED,4,HYBRID_D0_RISK_FILTER|2026-05-06|R1|000720,+3 먼저 / +5 도달 / -5 도달 / D1 종가 양호 / 점심 양호,🔴 한미약품 (128940),RED,-4,HYBRID_D0_RISK_FILTER|2026-05-06|R2|128940,+1 먼저 / -3 먼저,🟢 한올바이오파마 (009420),GREEN,4,HYBRID_D0_RISK_FILTER|2026-05-06|R3|009420,+3 먼저,1.0,2.0,-4.751592508557145,3.0,3.0,000720|009420|128940,둘 다 위험,0.0,,bellguard_1y
