d0_date,bellguard_r1_cell,bellguard_r1_light,bellguard_r1_score,bellguard_r1_case_key,bellguard_r1_reason,bellguard_r2_cell,bellguard_r2_light,bellguard_r2_score,bellguard_r2_case_key,bellguard_r2_reason,bellguard_r3_cell,bellguard_r3_light,bellguard_r3_score,bellguard_r3_case_key,bellguard_r3_reason,bellguard_green,bellguard_red,bellguard_avg_down,bellguard_count,bellguard_only_count,bellguard_only_codes,date_verdict,overlap_count,overlap_codes,main_dataset
2025-08-06,🔴 SK하이닉스 (000660),RED,-3,HYBRID_D0_RISK_FILTER|2025-08-06|R1|000660,-3 먼저 / +5 도달 / D1 종가 양호,🟡 삼성물산 (028260),YELLOW,0,HYBRID_D0_RISK_FILTER|2025-08-06|R2|028260,,🟢 SK스퀘어 (402340),GREEN,3,HYBRID_D0_RISK_FILTER|2025-08-06|R3|402340,+3 먼저 / -2 먼저 / +5 도달 / D1 종가 양호,1.0,1.0,-3.14210522325149,3.0,3.0,000660|028260|402340,HYBRID 방어 우세,0.0,,bellguard_1y
2025-08-07,🔴 한화솔루션 (009830),RED,-3,HYBRID_D0_RISK_FILTER|2025-08-07|R1|009830,+2 먼저 / -3 먼저 / -5 도달 / D1 종가 양호 / 점심 양호,🟢 유한양행 (000100),GREEN,5,HYBRID_D0_RISK_FILTER|2025-08-07|R2|000100,+3 먼저 / 점심 양호,🟢 SK스퀘어 (402340),GREEN,4,HYBRID_D0_RISK_FILTER|2025-08-07|R3|402340,+3 먼저,2.0,1.0,-2.6679504907001106,3.0,3.0,000100|009830|402340,둘 다 양호,0.0,,bellguard_1y
2025-08-08,🟢 SK스퀘어 (402340),GREEN,7,HYBRID_D0_RISK_FILTER|2025-08-08|R1|402340,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🔴 한화솔루션 (009830),RED,-12,HYBRID_D0_RISK_FILTER|2025-08-08|R2|009830,-3 먼저 / -5 도달 / D1 종가 -3 이하 / 점심 -3 이하,🟢 넷마블 (251270),GREEN,7,HYBRID_D0_RISK_FILTER|2025-08-08|R3|251270,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,2.0,1.0,-2.7325827199512047,3.0,3.0,009830|251270|402340,둘 다 양호,0.0,,bellguard_1y
2025-08-11,🟢 한화솔루션 (009830),GREEN,5,HYBRID_D0_RISK_FILTER|2025-08-11|R1|009830,+3 먼저 / -1 먼저 / +5 도달 / 점심 양호,🟢 SK스퀘어 (402340),GREEN,6,HYBRID_D0_RISK_FILTER|2025-08-11|R2|402340,+3 먼저 / D1 종가 양호 / 점심 양호,🔴 한국콜마 (161890),RED,-5,HYBRID_D0_RISK_FILTER|2025-08-11|R3|161890,+2 먼저 / -3 먼저 / -5 도달,2.0,1.0,-3.5646361431558007,3.0,3.0,009830|161890|402340,HYBRID 방어 우세,0.0,,bellguard_1y
2025-08-12,🔴 LIG넥스원 (079550),RED,-7,HYBRID_D0_RISK_FILTER|2025-08-12|R1|079550,-3 먼저 / -5 도달 / D1 종가 양호,🔴 SK스퀘어 (402340),RED,-3,HYBRID_D0_RISK_FILTER|2025-08-12|R2|402340,+2 먼저 / -3 먼저 / -5 도달 / D1 종가 양호 / 점심 양호,🟢 카카오 (035720),GREEN,6,HYBRID_D0_RISK_FILTER|2025-08-12|R3|035720,+3 먼저 / +5 도달 / D1 종가 양호,1.0,2.0,-6.061268839817736,3.0,3.0,035720|079550|402340,HYBRID 방어 우세,0.0,,bellguard_1y
2025-08-13,🟢 코스맥스 (192820),GREEN,5,HYBRID_D0_RISK_FILTER|2025-08-13|R1|192820,+3 먼저 / +5 도달,🟢 한국콜마 (161890),GREEN,6,HYBRID_D0_RISK_FILTER|2025-08-13|R2|161890,+3 먼저 / D1 종가 양호 / 점심 양호,🟢 카카오 (035720),GREEN,7,HYBRID_D0_RISK_FILTER|2025-08-13|R3|035720,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,3.0,0.0,-1.5874998311878663,3.0,3.0,035720|161890|192820,HYBRID 방어 우세,0.0,,bellguard_1y
2025-08-14,🟢 한화솔루션 (009830),GREEN,7,HYBRID_D0_RISK_FILTER|2025-08-14|R1|009830,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 HMM (011200),GREEN,7,HYBRID_D0_RISK_FILTER|2025-08-14|R2|011200,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🔴 CJ (001040),RED,-12,HYBRID_D0_RISK_FILTER|2025-08-14|R3|001040,-3 먼저 / -5 도달 / D1 종가 -3 이하 / 점심 -3 이하,2.0,1.0,-3.747047665296558,3.0,3.0,001040|009830|011200,HYBRID 방어 우세,0.0,,bellguard_1y
2025-08-18,🔴 한화솔루션 (009830),RED,3,HYBRID_D0_RISK_FILTER|2025-08-18|R1|009830,+3 먼저 / -5 도달 / D1 종가 양호 / 점심 양호,🔴 SK스퀘어 (402340),RED,1,HYBRID_D0_RISK_FILTER|2025-08-18|R2|402340,+2 먼저 / -3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 코스맥스 (192820),GREEN,6,HYBRID_D0_RISK_FILTER|2025-08-18|R3|192820,+3 먼저 / -1 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,1.0,2.0,-4.329999498426851,3.0,3.0,009830|192820|402340,둘 다 위험,0.0,,bellguard_1y
2025-08-19,🔴 한화솔루션 (009830),RED,-8,HYBRID_D0_RISK_FILTER|2025-08-19|R1|009830,-3 먼저 / -5 도달,🔴 한국금융지주 (071050),RED,-11,HYBRID_D0_RISK_FILTER|2025-08-19|R2|071050,+1 먼저 / -3 먼저 / -5 도달 / D1 종가 -3 이하 / 점심 -3 이하,🟢 SK (034730),GREEN,2,HYBRID_D0_RISK_FILTER|2025-08-19|R3|034730,+3 먼저 / -2 먼저 / D1 종가 양호,1.0,2.0,-5.611627417644779,3.0,3.0,009830|034730|071050,HYBRID 방어 우세,0.0,,bellguard_1y
2025-08-20,🔴 SK스퀘어 (402340),RED,-4,HYBRID_D0_RISK_FILTER|2025-08-20|R1|402340,-3 먼저 / +5 도달,🔴 한화솔루션 (009830),RED,-7,HYBRID_D0_RISK_FILTER|2025-08-20|R2|009830,-3 먼저 / -5 도달 / 점심 양호,🟢 코스맥스 (192820),GREEN,7,HYBRID_D0_RISK_FILTER|2025-08-20|R3|192820,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,1.0,2.0,-2.547159389105295,3.0,3.0,009830|192820|402340,둘 다 위험,0.0,,bellguard_1y
2025-08-21,🟢 SK스퀘어 (402340),GREEN,5,HYBRID_D0_RISK_FILTER|2025-08-21|R1|402340,+3 먼저 / +5 도달,🟢 현대건설 (000720),GREEN,7,HYBRID_D0_RISK_FILTER|2025-08-21|R2|000720,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟡 코스맥스 (192820),YELLOW,1,HYBRID_D0_RISK_FILTER|2025-08-21|R3|192820,+3 먼저 / -2 먼저,2.0,0.0,-1.3537310691251452,3.0,3.0,000720|192820|402340,HYBRID 방어 우세,0.0,,bellguard_1y
2025-08-22,🟢 SK스퀘어 (402340),GREEN,7,HYBRID_D0_RISK_FILTER|2025-08-22|R1|402340,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 한국금융지주 (071050),GREEN,7,HYBRID_D0_RISK_FILTER|2025-08-22|R2|071050,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 OCI홀딩스 (010060),GREEN,7,HYBRID_D0_RISK_FILTER|2025-08-22|R3|010060,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,3.0,0.0,0.499227144984334,3.0,3.0,010060|071050|402340,HYBRID 방어 우세,0.0,,bellguard_1y
2025-08-25,🔴 한국콜마 (161890),RED,-5,HYBRID_D0_RISK_FILTER|2025-08-25|R1|161890,-3 먼저,🟢 한국타이어앤테크놀로지 (161390),GREEN,5,HYBRID_D0_RISK_FILTER|2025-08-25|R2|161390,+2 먼저 / D1 종가 양호 / 점심 양호,🔴 카카오 (035720),RED,-6,HYBRID_D0_RISK_FILTER|2025-08-25|R3|035720,-3 먼저 / -5 도달 / D1 종가 양호 / 점심 양호,1.0,2.0,-4.198018768871584,3.0,3.0,035720|161390|161890,HYBRID 방어 우세,0.0,,bellguard_1y
2025-08-26,🔴 현대건설 (000720),RED,0,HYBRID_D0_RISK_FILTER|2025-08-26|R1|000720,+2 먼저 / -3 먼저 / D1 종가 양호 / 점심 양호,🔴 카카오페이 (377300),RED,-8,HYBRID_D0_RISK_FILTER|2025-08-26|R2|377300,-3 먼저 / -5 도달,🔴 한화솔루션 (009830),RED,-2,HYBRID_D0_RISK_FILTER|2025-08-26|R3|009830,+1 먼저 / -3 먼저 / D1 종가 양호 / 점심 양호,0.0,3.0,-5.537549834009884,3.0,3.0,000720|009830|377300,V2 공격 우세,0.0,,bellguard_1y
2025-08-27,🟢 LIG넥스원 (079550),GREEN,6,HYBRID_D0_RISK_FILTER|2025-08-27|R1|079550,+3 먼저 / D1 종가 양호 / 점심 양호,🔴 카카오 (035720),RED,-8,HYBRID_D0_RISK_FILTER|2025-08-27|R2|035720,-3 먼저 / -5 도달,🔴 한국콜마 (161890),RED,-5,HYBRID_D0_RISK_FILTER|2025-08-27|R3|161890,-3 먼저,1.0,2.0,-5.002290650348271,3.0,3.0,035720|079550|161890,V2 공격 우세,0.0,,bellguard_1y
2025-08-28,🟢 LIG넥스원 (079550),GREEN,2,HYBRID_D0_RISK_FILTER|2025-08-28|R1|079550,+2 먼저 / -1 먼저,🔴 한국콜마 (161890),RED,-3,HYBRID_D0_RISK_FILTER|2025-08-28|R2|161890,+1 먼저 / -3 먼저 / D1 종가 양호,🔴 카카오 (035720),RED,-7,HYBRID_D0_RISK_FILTER|2025-08-28|R3|035720,+1 먼저 / -3 먼저 / -5 도달,1.0,2.0,-5.30037875595385,3.0,3.0,035720|079550|161890,둘 다 위험,0.0,,bellguard_1y
2025-08-29,🟢 한국전력 (015760),GREEN,6,HYBRID_D0_RISK_FILTER|2025-08-29|R1|015760,+3 먼저 / D1 종가 양호 / 점심 양호,🟢 LIG넥스원 (079550),GREEN,6,HYBRID_D0_RISK_FILTER|2025-08-29|R2|079550,+3 먼저 / D1 종가 양호 / 점심 양호,🔴 카카오 (035720),RED,-8,HYBRID_D0_RISK_FILTER|2025-08-29|R3|035720,-3 먼저 / -5 도달,2.0,1.0,-3.5864898320070746,3.0,3.0,015760|035720|079550,HYBRID 방어 우세,0.0,,bellguard_1y
2025-09-01,🟠 삼성SDI (006400),ORANGE,-2,HYBRID_D0_RISK_FILTER|2025-09-01|R1|006400,-2 먼저 / D1 종가 양호,🟢 한국전력 (015760),GREEN,6,HYBRID_D0_RISK_FILTER|2025-09-01|R2|015760,+3 먼저 / D1 종가 양호 / 점심 양호,🔴 LIG넥스원 (079550),RED,0,HYBRID_D0_RISK_FILTER|2025-09-01|R3|079550,+2 먼저 / -3 먼저 / D1 종가 양호 / 점심 양호,1.0,1.0,-2.415616494125832,3.0,3.0,006400|015760|079550,V2 공격 우세,0.0,,bellguard_1y
2025-09-02,🟢 삼성SDI (006400),GREEN,4,HYBRID_D0_RISK_FILTER|2025-09-02|R1|006400,+2 먼저 / D1 종가 양호,🟢 현대건설 (000720),GREEN,2,HYBRID_D0_RISK_FILTER|2025-09-02|R2|000720,+2 먼저 / -1 먼저,🔴 카카오 (035720),RED,-4,HYBRID_D0_RISK_FILTER|2025-09-02|R3|035720,+1 먼저 / -3 먼저,2.0,1.0,-2.2426649124545284,3.0,3.0,000720|006400|035720,V2 공격 우세,0.0,,bellguard_1y
2025-09-03,🟢 현대건설 (000720),GREEN,3,HYBRID_D0_RISK_FILTER|2025-09-03|R1|000720,+2 먼저,🟠 카카오페이 (377300),ORANGE,-3,HYBRID_D0_RISK_FILTER|2025-09-03|R2|377300,-2 먼저,🟢 이마트 (139480),GREEN,7,HYBRID_D0_RISK_FILTER|2025-09-03|R3|139480,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,2.0,0.0,-1.495708876426612,3.0,3.0,000720|139480|377300,HYBRID 방어 우세,0.0,,bellguard_1y
2025-09-04,🟠 삼성SDI (006400),ORANGE,-3,HYBRID_D0_RISK_FILTER|2025-09-04|R1|006400,-2 먼저,🟢 카카오페이 (377300),GREEN,3,HYBRID_D0_RISK_FILTER|2025-09-04|R2|377300,+3 먼저 / -1 먼저,🟢 HJ중공업 (097230),GREEN,6,HYBRID_D0_RISK_FILTER|2025-09-04|R3|097230,+3 먼저 / -1 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,2.0,0.0,-1.876446523695711,3.0,2.0,006400|377300,HYBRID 방어 우세,1.0,097230,bellguard_1y
2025-09-05,🟢 삼성SDI (006400),GREEN,5,HYBRID_D0_RISK_FILTER|2025-09-05|R1|006400,+2 먼저 / D1 종가 양호 / 점심 양호,🟢 카카오페이 (377300),GREEN,7,HYBRID_D0_RISK_FILTER|2025-09-05|R2|377300,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 SK이터닉스 (475150),GREEN,7,HYBRID_D0_RISK_FILTER|2025-09-05|R3|475150,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,3.0,0.0,-0.3067508107236846,3.0,3.0,006400|377300|475150,HYBRID 방어 우세,0.0,,bellguard_1y
2025-09-08,🟢 삼성SDI (006400),GREEN,6,HYBRID_D0_RISK_FILTER|2025-09-08|R1|006400,+3 먼저 / D1 종가 양호 / 점심 양호,🟢 카카오페이 (377300),GREEN,7,HYBRID_D0_RISK_FILTER|2025-09-08|R2|377300,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 POSCO홀딩스 (005490),GREEN,6,HYBRID_D0_RISK_FILTER|2025-09-08|R3|005490,+3 먼저 / D1 종가 양호 / 점심 양호,3.0,0.0,-0.602581693076413,3.0,3.0,005490|006400|377300,HYBRID 방어 우세,0.0,,bellguard_1y
2025-09-09,🟠 삼성SDI (006400),ORANGE,-3,HYBRID_D0_RISK_FILTER|2025-09-09|R1|006400,-2 먼저,🔴 HJ중공업 (097230),RED,-2,HYBRID_D0_RISK_FILTER|2025-09-09|R2|097230,-3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 카카오페이 (377300),GREEN,7,HYBRID_D0_RISK_FILTER|2025-09-09|R3|377300,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,1.0,1.0,-1.7947399632300003,3.0,3.0,006400|097230|377300,HYBRID 방어 우세,0.0,,bellguard_1y
2025-09-10,🟢 삼성SDI (006400),GREEN,4,HYBRID_D0_RISK_FILTER|2025-09-10|R1|006400,+3 먼저,🟢 카카오페이 (377300),GREEN,6,HYBRID_D0_RISK_FILTER|2025-09-10|R2|377300,+3 먼저 / +5 도달 / 점심 양호,🟡 KT (030200),YELLOW,0,HYBRID_D0_RISK_FILTER|2025-09-10|R3|030200,,2.0,0.0,-0.5778550777357172,3.0,3.0,006400|030200|377300,HYBRID 방어 우세,0.0,,bellguard_1y
2025-09-11,🟢 삼성SDI (006400),GREEN,7,HYBRID_D0_RISK_FILTER|2025-09-11|R1|006400,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 카카오페이 (377300),GREEN,7,HYBRID_D0_RISK_FILTER|2025-09-11|R2|377300,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🔴 HJ중공업 (097230),RED,-14,HYBRID_D0_RISK_FILTER|2025-09-11|R3|097230,-3 먼저 / -5 도달 / -10 도달 / D1 종가 -3 이하 / 점심 -3 이하,2.0,1.0,-4.408468257368437,3.0,2.0,006400|377300,HYBRID 방어 우세,1.0,097230,bellguard_1y
2025-09-12,🔴 HJ중공업 (097230),RED,2,HYBRID_D0_RISK_FILTER|2025-09-12|R1|097230,+3 먼저 / +5 도달 / -5 도달 / -10 도달 / D1 종가 양호,🟢 달바글로벌 (483650),GREEN,4,HYBRID_D0_RISK_FILTER|2025-09-12|R2|483650,+3 먼저 / -2 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 포스코퓨처엠 (003670),GREEN,5,HYBRID_D0_RISK_FILTER|2025-09-12|R3|003670,+3 먼저 / +5 도달,2.0,1.0,-6.414116507729632,3.0,2.0,003670|483650,HYBRID 방어 우세,1.0,097230,bellguard_1y
2025-09-15,🟢 카카오페이 (377300),GREEN,7,HYBRID_D0_RISK_FILTER|2025-09-15|R1|377300,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 한전기술 (052690),GREEN,6,HYBRID_D0_RISK_FILTER|2025-09-15|R2|052690,+3 먼저 / D1 종가 양호 / 점심 양호,🟢 포스코퓨처엠 (003670),GREEN,5,HYBRID_D0_RISK_FILTER|2025-09-15|R3|003670,+3 먼저 / +5 도달,3.0,0.0,-1.2487186346369767,3.0,3.0,003670|052690|377300,HYBRID 방어 우세,0.0,,bellguard_1y
2025-09-16,🔴 HJ중공업 (097230),RED,-5,HYBRID_D0_RISK_FILTER|2025-09-16|R1|097230,+3 먼저 / -5 도달 / -10 도달 / D1 종가 -3 이하 / 점심 -3 이하,🟢 포스코퓨처엠 (003670),GREEN,7,HYBRID_D0_RISK_FILTER|2025-09-16|R2|003670,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 휴림로봇 (090710),GREEN,3,HYBRID_D0_RISK_FILTER|2025-09-16|R3|090710,+3 먼저 / -2 먼저 / +5 도달 / 점심 양호,2.0,1.0,-7.262088220667503,3.0,2.0,003670|097230,HYBRID 방어 우세,1.0,090710,bellguard_1y
